행정구역,2020년_계_총인구수,2020년_계_연령구간인구수,2020년_계_0~9세,2020년_계_10~19세,2020년_계_20~29세,2020년_계_30~39세,2020년_계_40~49세,2020년_계_50~59세,2020년_계_60~69세,2020년_계_70~79세,2020년_계_80~89세,2020년_계_90~99세,2020년_계_100세 이상,2020년_남_총인구수,2020년_남_연령구간인구수,2020년_남_0~9세,2020년_남_10~19세,2020년_남_20~29세,2020년_남_30~39세,2020년_남_40~49세,2020년_남_50~59세,2020년_남_60~69세,2020년_남_70~79세,2020년_남_80~89세,2020년_남_90~99세,2020년_남_100세 이상,2020년_여_총인구수,2020년_여_연령구간인구수,2020년_여_0~9세,2020년_여_10~19세,2020년_여_20~29세,2020년_여_30~39세,2020년_여_40~49세,2020년_여_50~59세,2020년_여_60~69세,2020년_여_70~79세,2020년_여_80~89세,2020년_여_90~99세,2020년_여_100세 이상,2021년_계_총인구수,2021년_계_연령구간인구수,2021년_계_0~9세,2021년_계_10~19세,2021년_계_20~29세,2021년_계_30~39세,2021년_계_40~49세,2021년_계_50~59세,2021년_계_60~69세,2021년_계_70~79세,2021년_계_80~89세,2021년_계_90~99세,2021년_계_100세 이상,2021년_남_총인구수,2021년_남_연령구간인구수,2021년_남_0~9세,2021년_남_10~19세,2021년_남_20~29세,2021년_남_30~39세,2021년_남_40~49세,2021년_남_50~59세,2021년_남_60~69세,2021년_남_70~79세,2021년_남_80~89세,2021년_남_90~99세,2021년_남_100세 이상,2021년_여_총인구수,2021년_여_연령구간인구수,2021년_여_0~9세,2021년_여_10~19세,2021년_여_20~29세,2021년_여_30~39세,2021년_여_40~49세,2021년_여_50~59세,2021년_여_60~69세,2021년_여_70~79세,2021년_여_80~89세,2021년_여_90~99세,2021년_여_100세 이상,2022년_계_총인구수,2022년_계_연령구간인구수,2022년_계_0~9세,2022년_계_10~19세,2022년_계_20~29세,2022년_계_30~39세,2022년_계_40~49세,2022년_계_50~59세,2022년_계_60~69세,2022년_계_70~79세,2022년_계_80~89세,2022년_계_90~99세,2022년_계_100세 이상,2022년_남_총인구수,2022년_남_연령구간인구수,2022년_남_0~9세,2022년_남_10~19세,2022년_남_20~29세,2022년_남_30~39세,2022년_남_40~49세,2022년_남_50~59세,2022년_남_60~69세,2022년_남_70~79세,2022년_남_80~89세,2022년_남_90~99세,2022년_남_100세 이상,2022년_여_총인구수,2022년_여_연령구간인구수,2022년_여_0~9세,2022년_여_10~19세,2022년_여_20~29세,2022년_여_30~39세,2022년_여_40~49세,2022년_여_50~59세,2022년_여_60~69세,2022년_여_70~79세,2022년_여_80~89세,2022년_여_90~99세,2022년_여_100세 이상,2023년_계_총인구수,2023년_계_연령구간인구수,2023년_계_0~9세,2023년_계_10~19세,2023년_계_20~29세,2023년_계_30~39세,2023년_계_40~49세,2023년_계_50~59세,2023년_계_60~69세,2023년_계_70~79세,2023년_계_80~89세,2023년_계_90~99세,2023년_계_100세 이상,2023년_남_총인구수,2023년_남_연령구간인구수,2023년_남_0~9세,2023년_남_10~19세,2023년_남_20~29세,2023년_남_30~39세,2023년_남_40~49세,2023년_남_50~59세,2023년_남_60~69세,2023년_남_70~79세,2023년_남_80~89세,2023년_남_90~99세,2023년_남_100세 이상,2023년_여_총인구수,2023년_여_연령구간인구수,2023년_여_0~9세,2023년_여_10~19세,2023년_여_20~29세,2023년_여_30~39세,2023년_여_40~49세,2023년_여_50~59세,2023년_여_60~69세,2023년_여_70~79세,2023년_여_80~89세,2023년_여_90~99세,2023년_여_100세 이상,2024년_계_총인구수,2024년_계_연령구간인구수,2024년_계_0~9세,2024년_계_10~19세,2024년_계_20~29세,2024년_계_30~39세,2024년_계_40~49세,2024년_계_50~59세,2024년_계_60~69세,2024년_계_70~79세,2024년_계_80~89세,2024년_계_90~99세,2024년_계_100세 이상,2024년_남_총인구수,2024년_남_연령구간인구수,2024년_남_0~9세,2024년_남_10~19세,2024년_남_20~29세,2024년_남_30~39세,2024년_남_40~49세,2024년_남_50~59세,2024년_남_60~69세,2024년_남_70~79세,2024년_남_80~89세,2024년_남_90~99세,2024년_남_100세 이상,2024년_여_총인구수,2024년_여_연령구간인구수,2024년_여_0~9세,2024년_여_10~19세,2024년_여_20~29세,2024년_여_30~39세,2024년_여_40~49세,2024년_여_50~59세,2024년_여_60~69세,2024년_여_70~79세,2024년_여_80~89세,2024년_여_90~99세,2024년_여_100세 이상,2025년_계_총인구수,2025년_계_연령구간인구수,2025년_계_0~9세,2025년_계_10~19세,2025년_계_20~29세,2025년_계_30~39세,2025년_계_40~49세,2025년_계_50~59세,2025년_계_60~69세,2025년_계_70~79세,2025년_계_80~89세,2025년_계_90~99세,2025년_계_100세 이상,2025년_남_총인구수,2025년_남_연령구간인구수,2025년_남_0~9세,2025년_남_10~19세,2025년_남_20~29세,2025년_남_30~39세,2025년_남_40~49세,2025년_남_50~59세,2025년_남_60~69세,2025년_남_70~79세,2025년_남_80~89세,2025년_남_90~99세,2025년_남_100세 이상,2025년_여_총인구수,2025년_여_연령구간인구수,2025년_여_0~9세,2025년_여_10~19세,2025년_여_20~29세,2025년_여_30~39세,2025년_여_40~49세,2025년_여_50~59세,2025년_여_60~69세,2025년_여_70~79세,2025년_여_80~89세,2025년_여_90~99세,2025년_여_100세 이상,2020년_총인구수,2020년_세대수,2020년_세대당 인구,2020년_남자 인구수,2020년_여자 인구수,2020년_남여 비율,2021년_총인구수,2021년_세대수,2021년_세대당 인구,2021년_남자 인구수,2021년_여자 인구수,2021년_남여 비율,2022년_총인구수,2022년_세대수,2022년_세대당 인구,2022년_남자 인구수,2022년_여자 인구수,2022년_남여 비율,2023년_총인구수,2023년_세대수,2023년_세대당 인구,2023년_남자 인구수,2023년_여자 인구수,2023년_남여 비율,2024년_총인구수,2024년_세대수,2024년_세대당 인구,2024년_남자 인구수,2024년_여자 인구수,2024년_남여 비율,2025년_총인구수,2025년_세대수,2025년_세대당 인구,2025년_남자 인구수,2025년_여자 인구수,2025년_남여 비율
와부읍,62502.0,62502.0,4158.0,7436.0,7848.0,6052.0,11152.0,11185.0,7630.0,4778.0,1937.0,295.0,31.0,30823.0,30823.0,2170.0,3810.0,4164.0,2970.0,5301.0,5681.0,3643.0,2231.0,765.0,80.0,8.0,31679.0,31679.0,1988.0,3626.0,3684.0,3082.0,5851.0,5504.0,3987.0,2547.0,1172.0,215.0,23.0,60226.0,60226.0,3615.0,7112.0,7519.0,5651.0,10374.0,11082.0,7829.0,4683.0,2045.0,304.0,12.0,29681.0,29681.0,1879.0,3643.0,3981.0,2815.0,4882.0,5607.0,3755.0,2188.0,840.0,87.0,4.0,30545.0,30545.0,1736.0,3469.0,3538.0,2836.0,5492.0,5475.0,4074.0,2495.0,1205.0,217.0,8.0,58198.0,58198.0,3136.0,6865.0,7081.0,5290.0,9659.0,10964.0,7970.0,4679.0,2227.0,312.0,15.0,28641.0,28641.0,1631.0,3500.0,3772.0,2674.0,4499.0,5490.0,3883.0,2164.0,938.0,87.0,3.0,29557.0,29557.0,1505.0,3365.0,3309.0,2616.0,5160.0,5474.0,4087.0,2515.0,1289.0,225.0,12.0,57586.0,57586.0,2846.0,6670.0,6819.0,5211.0,9107.0,11139.0,8252.0,4779.0,2452.0,299.0,12.0,28309.0,28309.0,1488.0,3412.0,3614.0,2631.0,4229.0,5561.0,4058.0,2197.0,1034.0,80.0,5.0,29277.0,29277.0,1358.0,3258.0,3205.0,2580.0,4878.0,5578.0,4194.0,2582.0,1418.0,219.0,7.0,58146.0,58146.0,2781.0,6435.0,6707.0,5524.0,8690.0,11276.0,8712.0,5074.0,2572.0,362.0,13.0,28532.0,28532.0,1450.0,3287.0,3531.0,2855.0,3996.0,5576.0,4310.0,2335.0,1078.0,107.0,7.0,29614.0,29614.0,1331.0,3148.0,3176.0,2669.0,4694.0,5700.0,4402.0,2739.0,1494.0,255.0,6.0,59575.0,59575.0,2744.0,6509.0,6549.0,5949.0,8656.0,11497.0,9044.0,5500.0,2719.0,397.0,11.0,29248.0,29248.0,1433.0,3329.0,3461.0,3080.0,4052.0,5628.0,4498.0,2491.0,1159.0,114.0,3.0,30327.0,30327.0,1311.0,3180.0,3088.0,2869.0,4604.0,5869.0,4546.0,3009.0,1560.0,283.0,8.0,62502.0,23748.0,2.63,30823.0,31679.0,0.97,60226.0,23199.0,2.6,29681.0,30545.0,0.97,58198.0,22587.0,2.58,28641.0,29557.0,0.97,57586.0,22494.0,2.56,28309.0,29277.0,0.97,58146.0,22891.0,2.54,28532.0,29614.0,0.96,59575.0,23803.0,2.5,29248.0,30327.0,0.96
진접읍,93126.0,93126.0,8365.0,11478.0,10556.0,10414.0,17484.0,15138.0,10930.0,5933.0,2500.0,312.0,16.0,47002.0,47002.0,4332.0,5944.0,5597.0,5166.0,8799.0,8042.0,5423.0,2667.0,947.0,81.0,4.0,46124.0,46124.0,4033.0,5534.0,4959.0,5248.0,8685.0,7096.0,5507.0,3266.0,1553.0,231.0,12.0,93408.0,93408.0,7573.0,11393.0,10755.0,9921.0,17073.0,15767.0,11783.0,6036.0,2758.0,336.0,13.0,47191.0,47191.0,3930.0,5902.0,5740.0,4963.0,8566.0,8344.0,5918.0,2706.0,1034.0,87.0,1.0,46217.0,46217.0,3643.0,5491.0,5015.0,4958.0,8507.0,7423.0,5865.0,3330.0,1724.0,249.0,12.0,95986.0,95986.0,7104.0,11644.0,10810.0,9993.0,17233.0,16641.0,12694.0,6408.0,3081.0,362.0,16.0,48342.0,48342.0,3668.0,6051.0,5765.0,5059.0,8551.0,8732.0,6352.0,2910.0,1153.0,100.0,1.0,47644.0,47644.0,3436.0,5593.0,5045.0,4934.0,8682.0,7909.0,6342.0,3498.0,1928.0,262.0,15.0,96010.0,96010.0,6506.0,11495.0,10690.0,9927.0,16571.0,17168.0,13204.0,6721.0,3293.0,418.0,17.0,48273.0,48273.0,3368.0,5975.0,5670.0,5130.0,8155.0,8949.0,6595.0,3064.0,1240.0,124.0,3.0,47737.0,47737.0,3138.0,5520.0,5020.0,4797.0,8416.0,8219.0,6609.0,3657.0,2053.0,294.0,14.0,95374.0,95374.0,5845.0,11293.0,10543.0,9781.0,15601.0,17530.0,13619.0,7162.0,3491.0,496.0,13.0,47932.0,47932.0,3045.0,5816.0,5623.0,5077.0,7659.0,9108.0,6838.0,3295.0,1324.0,144.0,3.0,47442.0,47442.0,2800.0,5477.0,4920.0,4704.0,7942.0,8422.0,6781.0,3867.0,2167.0,352.0,10.0,94778.0,94778.0,5311.0,11126.0,10338.0,9643.0,14836.0,17613.0,13921.0,7729.0,3647.0,601.0,13.0,47492.0,47492.0,2765.0,5731.0,5504.0,5025.0,7246.0,9071.0,6999.0,3578.0,1396.0,172.0,5.0,47286.0,47286.0,2546.0,5395.0,4834.0,4618.0,7590.0,8542.0,6922.0,4151.0,2251.0,429.0,8.0,93126.0,37023.0,2.52,47002.0,46124.0,1.02,93408.0,37895.0,2.46,47191.0,46217.0,1.02,95986.0,39371.0,2.44,48342.0,47644.0,1.01,96010.0,39698.0,2.42,48273.0,47737.0,1.01,95374.0,39787.0,2.4,47932.0,47442.0,1.01,94778.0,39949.0,2.37,47492.0,47286.0,1.0
화도읍,118521.0,118521.0,10498.0,12770.0,13793.0,14779.0,22214.0,19713.0,13711.0,7627.0,2967.0,415.0,34.0,59490.0,59490.0,5428.0,6666.0,7225.0,7430.0,11300.0,10199.0,6607.0,3427.0,1108.0,90.0,10.0,59031.0,59031.0,5070.0,6104.0,6568.0,7349.0,10914.0,9514.0,7104.0,4200.0,1859.0,325.0,24.0,118810.0,118810.0,9679.0,12767.0,13705.0,13867.0,22099.0,20324.0,14856.0,7686.0,3340.0,473.0,14.0,59451.0,59451.0,4991.0,6692.0,7193.0,6947.0,11140.0,10505.0,7181.0,3411.0,1274.0,113.0,4.0,59359.0,59359.0,4688.0,6075.0,6512.0,6920.0,10959.0,9819.0,7675.0,4275.0,2066.0,360.0,10.0,116847.0,116847.0,8761.0,12740.0,12959.0,12830.0,21406.0,20664.0,15353.0,7932.0,3687.0,501.0,14.0,58407.0,58407.0,4523.0,6664.0,6834.0,6447.0,10681.0,10677.0,7520.0,3504.0,1433.0,121.0,3.0,58440.0,58440.0,4238.0,6076.0,6125.0,6383.0,10725.0,9987.0,7833.0,4428.0,2254.0,380.0,11.0,114124.0,114124.0,7746.0,12442.0,12396.0,11824.0,20315.0,21012.0,15809.0,8169.0,3887.0,504.0,20.0,56985.0,56985.0,3984.0,6465.0,6551.0,5980.0,10120.0,10817.0,7795.0,3634.0,1526.0,111.0,2.0,57139.0,57139.0,3762.0,5977.0,5845.0,5844.0,10195.0,10195.0,8014.0,4535.0,2361.0,393.0,18.0,112518.0,112518.0,6820.0,12203.0,12027.0,11240.0,19165.0,21373.0,16297.0,8677.0,4126.0,573.0,17.0,56180.0,56180.0,3504.0,6332.0,6336.0,5784.0,9553.0,10941.0,8107.0,3897.0,1594.0,130.0,2.0,56338.0,56338.0,3316.0,5871.0,5691.0,5456.0,9612.0,10432.0,8190.0,4780.0,2532.0,443.0,15.0,111622.0,111622.0,6194.0,11975.0,11596.0,11037.0,18200.0,21544.0,16822.0,9248.0,4330.0,662.0,14.0,55799.0,55799.0,3205.0,6212.0,6160.0,5728.0,9007.0,11069.0,8402.0,4159.0,1699.0,157.0,1.0,55823.0,55823.0,2989.0,5763.0,5436.0,5309.0,9193.0,10475.0,8420.0,5089.0,2631.0,505.0,13.0,118521.0,48554.0,4.84,59490.0,59031.0,2.0300000000000002,118810.0,49436.0,4.8100000000000005,59451.0,59359.0,2.01,116847.0,49290.0,7.1899999999999995,58407.0,58440.0,3.01,114124.0,48734.0,7.109999999999999,56985.0,57139.0,3.0,112518.0,48616.0,7.03,56180.0,56338.0,3.0,111622.0,48805.0,6.95,55799.0,55823.0,3.01
진건읍,24330.0,24330.0,1067.0,1932.0,3335.0,2331.0,3379.0,5210.0,4015.0,1960.0,950.0,138.0,13.0,12634.0,12634.0,594.0,986.0,1842.0,1260.0,1801.0,2772.0,2120.0,879.0,350.0,29.0,1.0,11696.0,11696.0,473.0,946.0,1493.0,1071.0,1578.0,2438.0,1895.0,1081.0,600.0,109.0,12.0,23505.0,23505.0,905.0,1742.0,3108.0,2253.0,3120.0,4996.0,4284.0,1956.0,994.0,141.0,6.0,12230.0,12230.0,500.0,900.0,1732.0,1252.0,1655.0,2637.0,2258.0,899.0,366.0,31.0,0.0,11275.0,11275.0,405.0,842.0,1376.0,1001.0,1465.0,2359.0,2026.0,1057.0,628.0,110.0,6.0,22286.0,22286.0,777.0,1611.0,2750.0,2191.0,2827.0,4659.0,4298.0,1984.0,1057.0,125.0,7.0,11577.0,11577.0,435.0,848.0,1531.0,1224.0,1496.0,2448.0,2259.0,910.0,402.0,23.0,1.0,10709.0,10709.0,342.0,763.0,1219.0,967.0,1331.0,2211.0,2039.0,1074.0,655.0,102.0,6.0,20979.0,20979.0,680.0,1501.0,2441.0,2086.0,2532.0,4324.0,4272.0,1971.0,1022.0,144.0,6.0,10887.0,10887.0,382.0,794.0,1342.0,1180.0,1322.0,2286.0,2260.0,913.0,378.0,29.0,1.0,10092.0,10092.0,298.0,707.0,1099.0,906.0,1210.0,2038.0,2012.0,1058.0,644.0,115.0,5.0,20236.0,20236.0,593.0,1395.0,2227.0,2019.0,2314.0,4089.0,4329.0,2063.0,1023.0,176.0,8.0,10456.0,10456.0,323.0,752.0,1212.0,1148.0,1220.0,2140.0,2293.0,961.0,368.0,38.0,1.0,9780.0,9780.0,270.0,643.0,1015.0,871.0,1094.0,1949.0,2036.0,1102.0,655.0,138.0,7.0,19681.0,19681.0,544.0,1289.0,2073.0,1930.0,2215.0,3831.0,4365.0,2178.0,1060.0,188.0,8.0,10154.0,10154.0,293.0,710.0,1125.0,1098.0,1173.0,1989.0,2316.0,1027.0,378.0,44.0,1.0,9527.0,9527.0,251.0,579.0,948.0,832.0,1042.0,1842.0,2049.0,1151.0,682.0,144.0,7.0,24330.0,11057.0,2.2,12634.0,11696.0,1.08,23505.0,10902.0,2.16,12230.0,11275.0,1.08,22286.0,10471.0,2.13,11577.0,10709.0,1.08,20979.0,9914.0,2.12,10887.0,10092.0,1.08,20236.0,9702.0,2.09,10456.0,9780.0,1.07,19681.0,9532.0,2.06,10154.0,9527.0,1.07
오남읍,53618.0,53618.0,4033.0,6625.0,6697.0,5451.0,10269.0,9574.0,5734.0,3542.0,1499.0,190.0,4.0,26960.0,26960.0,2089.0,3375.0,3587.0,2731.0,5186.0,5039.0,2805.0,1531.0,569.0,47.0,1.0,26658.0,26658.0,1944.0,3250.0,3110.0,2720.0,5083.0,4535.0,2929.0,2011.0,930.0,143.0,3.0,53494.0,53494.0,3605.0,6436.0,6782.0,5340.0,9762.0,10067.0,6143.0,3486.0,1655.0,211.0,7.0,26872.0,26872.0,1862.0,3335.0,3576.0,2729.0,4845.0,5323.0,3009.0,1510.0,632.0,50.0,1.0,26622.0,26622.0,1743.0,3101.0,3206.0,2611.0,4917.0,4744.0,3134.0,1976.0,1023.0,161.0,6.0,52658.0,52658.0,3144.0,6142.0,6676.0,5088.0,9252.0,10301.0,6432.0,3560.0,1824.0,234.0,5.0,26410.0,26410.0,1626.0,3181.0,3529.0,2614.0,4586.0,5403.0,3198.0,1537.0,680.0,55.0,1.0,26248.0,26248.0,1518.0,2961.0,3147.0,2474.0,4666.0,4898.0,3234.0,2023.0,1144.0,179.0,4.0,51729.0,51729.0,2701.0,5875.0,6517.0,4872.0,8559.0,10572.0,6789.0,3662.0,1914.0,263.0,5.0,25897.0,25897.0,1376.0,3072.0,3419.0,2548.0,4238.0,5505.0,3369.0,1587.0,724.0,57.0,2.0,25832.0,25832.0,1325.0,2803.0,3098.0,2324.0,4321.0,5067.0,3420.0,2075.0,1190.0,206.0,3.0,51163.0,51163.0,2387.0,5572.0,6462.0,4776.0,7921.0,10791.0,7128.0,3816.0,2017.0,287.0,6.0,25523.0,25523.0,1231.0,2910.0,3358.0,2505.0,3914.0,5543.0,3585.0,1655.0,758.0,62.0,2.0,25640.0,25640.0,1156.0,2662.0,3104.0,2271.0,4007.0,5248.0,3543.0,2161.0,1259.0,225.0,4.0,50565.0,50565.0,2125.0,5328.0,6266.0,4847.0,7247.0,10835.0,7442.0,4029.0,2111.0,328.0,7.0,25177.0,25177.0,1082.0,2744.0,3254.0,2603.0,3583.0,5552.0,3768.0,1742.0,778.0,70.0,1.0,25388.0,25388.0,1043.0,2584.0,3012.0,2244.0,3664.0,5283.0,3674.0,2287.0,1333.0,258.0,6.0,53618.0,21431.0,2.5,26960.0,26658.0,1.01,53494.0,21911.0,2.44,26872.0,26622.0,1.01,52658.0,21865.0,2.41,26410.0,26248.0,1.01,51729.0,21734.0,2.38,25897.0,25832.0,1.0,51163.0,21721.0,2.36,25523.0,25640.0,1.0,50565.0,21700.0,2.33,25177.0,25388.0,0.99
퇴계원읍,29764.0,29764.0,1767.0,2607.0,4146.0,3348.0,4314.0,5745.0,4536.0,2217.0,972.0,103.0,9.0,14847.0,14847.0,878.0,1361.0,2209.0,1767.0,2160.0,2769.0,2294.0,1024.0,358.0,24.0,3.0,14917.0,14917.0,889.0,1246.0,1937.0,1581.0,2154.0,2976.0,2242.0,1193.0,614.0,79.0,6.0,28863.0,28863.0,1549.0,2471.0,3837.0,3194.0,4066.0,5527.0,4828.0,2226.0,1031.0,128.0,6.0,14392.0,14392.0,769.0,1295.0,2042.0,1699.0,2039.0,2688.0,2403.0,1043.0,381.0,32.0,1.0,14471.0,14471.0,780.0,1176.0,1795.0,1495.0,2027.0,2839.0,2425.0,1183.0,650.0,96.0,5.0,28179.0,28179.0,1375.0,2380.0,3561.0,3115.0,3887.0,5360.0,4981.0,2311.0,1086.0,120.0,3.0,14013.0,14013.0,686.0,1225.0,1893.0,1666.0,1963.0,2591.0,2443.0,1110.0,410.0,25.0,1.0,14166.0,14166.0,689.0,1155.0,1668.0,1449.0,1924.0,2769.0,2538.0,1201.0,676.0,95.0,2.0,27461.0,27461.0,1202.0,2288.0,3310.0,2975.0,3663.0,5200.0,5186.0,2374.0,1125.0,134.0,4.0,13637.0,13637.0,605.0,1180.0,1759.0,1604.0,1857.0,2514.0,2533.0,1131.0,422.0,31.0,1.0,13824.0,13824.0,597.0,1108.0,1551.0,1371.0,1806.0,2686.0,2653.0,1243.0,703.0,103.0,3.0,26960.0,26960.0,1096.0,2164.0,3097.0,2973.0,3395.0,5105.0,5272.0,2496.0,1208.0,150.0,4.0,13341.0,13341.0,555.0,1105.0,1638.0,1594.0,1714.0,2475.0,2574.0,1176.0,476.0,33.0,1.0,13619.0,13619.0,541.0,1059.0,1459.0,1379.0,1681.0,2630.0,2698.0,1320.0,732.0,117.0,3.0,26322.0,26322.0,985.0,2079.0,2883.0,2950.0,3180.0,4782.0,5359.0,2686.0,1237.0,178.0,3.0,13034.0,13034.0,493.0,1063.0,1538.0,1593.0,1602.0,2346.0,2575.0,1283.0,489.0,52.0,0.0,13288.0,13288.0,492.0,1016.0,1345.0,1357.0,1578.0,2436.0,2784.0,1403.0,748.0,126.0,3.0,29764.0,12164.0,2.45,14847.0,14917.0,1.0,28863.0,12029.0,2.4,14392.0,14471.0,0.99,28179.0,11828.0,2.38,14013.0,14166.0,0.99,27461.0,11631.0,2.36,13637.0,13824.0,0.99,26960.0,11536.0,2.34,13341.0,13619.0,0.98,26322.0,11335.0,2.32,13034.0,13288.0,0.98
별내면,19766.0,19766.0,1227.0,1979.0,2494.0,1810.0,3280.0,3645.0,2721.0,1730.0,750.0,110.0,20.0,9893.0,9893.0,622.0,1081.0,1245.0,944.0,1638.0,1917.0,1318.0,771.0,319.0,33.0,5.0,9873.0,9873.0,605.0,898.0,1249.0,866.0,1642.0,1728.0,1403.0,959.0,431.0,77.0,15.0,19511.0,19511.0,1130.0,1867.0,2471.0,1708.0,3092.0,3676.0,2907.0,1681.0,847.0,125.0,7.0,9778.0,9778.0,591.0,1003.0,1266.0,870.0,1588.0,1896.0,1415.0,743.0,364.0,40.0,2.0,9733.0,9733.0,539.0,864.0,1205.0,838.0,1504.0,1780.0,1492.0,938.0,483.0,85.0,5.0,18959.0,18959.0,953.0,1796.0,2296.0,1664.0,2895.0,3672.0,2956.0,1660.0,939.0,123.0,5.0,9492.0,9492.0,487.0,961.0,1179.0,863.0,1484.0,1890.0,1451.0,744.0,397.0,35.0,1.0,9467.0,9467.0,466.0,835.0,1117.0,801.0,1411.0,1782.0,1505.0,916.0,542.0,88.0,4.0,18505.0,18505.0,824.0,1698.0,2185.0,1553.0,2654.0,3736.0,3030.0,1715.0,980.0,124.0,6.0,9238.0,9238.0,415.0,885.0,1144.0,807.0,1348.0,1916.0,1516.0,761.0,410.0,35.0,1.0,9267.0,9267.0,409.0,813.0,1041.0,746.0,1306.0,1820.0,1514.0,954.0,570.0,89.0,5.0,18115.0,18115.0,722.0,1586.0,2046.0,1508.0,2398.0,3751.0,3133.0,1801.0,1033.0,129.0,8.0,9053.0,9053.0,363.0,823.0,1087.0,777.0,1231.0,1924.0,1569.0,815.0,429.0,32.0,3.0,9062.0,9062.0,359.0,763.0,959.0,731.0,1167.0,1827.0,1564.0,986.0,604.0,97.0,5.0,17852.0,17852.0,641.0,1558.0,1888.0,1505.0,2231.0,3666.0,3199.0,1968.0,1048.0,141.0,7.0,8910.0,8910.0,340.0,796.0,1001.0,773.0,1156.0,1865.0,1626.0,894.0,420.0,36.0,3.0,8942.0,8942.0,301.0,762.0,887.0,732.0,1075.0,1801.0,1573.0,1074.0,628.0,105.0,4.0,19766.0,8491.0,2.33,9893.0,9873.0,1.0,19511.0,8535.0,2.29,9778.0,9733.0,1.0,18959.0,8396.0,2.26,9492.0,9467.0,1.0,18505.0,8265.0,2.24,9238.0,9267.0,1.0,18115.0,8139.0,2.23,9053.0,9062.0,1.0,17852.0,8097.0,2.2,8910.0,8942.0,1.0
수동면,9076.0,9076.0,359.0,571.0,820.0,762.0,1052.0,1804.0,1941.0,1136.0,491.0,130.0,10.0,4754.0,4754.0,198.0,320.0,477.0,411.0,588.0,990.0,1006.0,552.0,182.0,24.0,6.0,4322.0,4322.0,161.0,251.0,343.0,351.0,464.0,814.0,935.0,584.0,309.0,106.0,4.0,8957.0,8957.0,303.0,542.0,802.0,733.0,981.0,1800.0,1999.0,1129.0,530.0,130.0,8.0,4720.0,4720.0,165.0,315.0,465.0,405.0,543.0,1006.0,1034.0,554.0,208.0,23.0,2.0,4237.0,4237.0,138.0,227.0,337.0,328.0,438.0,794.0,965.0,575.0,322.0,107.0,6.0,8855.0,8855.0,283.0,546.0,725.0,709.0,957.0,1737.0,2034.0,1155.0,551.0,152.0,6.0,4649.0,4649.0,151.0,311.0,430.0,398.0,519.0,965.0,1043.0,578.0,222.0,31.0,1.0,4206.0,4206.0,132.0,235.0,295.0,311.0,438.0,772.0,991.0,577.0,329.0,121.0,5.0,8807.0,8807.0,238.0,549.0,687.0,687.0,925.0,1675.0,2110.0,1198.0,581.0,151.0,6.0,4633.0,4633.0,119.0,312.0,421.0,402.0,498.0,914.0,1088.0,606.0,239.0,34.0,0.0,4174.0,4174.0,119.0,237.0,266.0,285.0,427.0,761.0,1022.0,592.0,342.0,117.0,6.0,8512.0,8512.0,197.0,473.0,615.0,623.0,845.0,1631.0,2082.0,1252.0,635.0,154.0,5.0,4450.0,4450.0,97.0,273.0,362.0,354.0,467.0,881.0,1085.0,624.0,270.0,36.0,1.0,4062.0,4062.0,100.0,200.0,253.0,269.0,378.0,750.0,997.0,628.0,365.0,118.0,4.0,8403.0,8403.0,187.0,428.0,567.0,605.0,817.0,1492.0,2147.0,1320.0,671.0,164.0,5.0,4372.0,4372.0,89.0,239.0,337.0,333.0,449.0,796.0,1145.0,658.0,288.0,36.0,2.0,4031.0,4031.0,98.0,189.0,230.0,272.0,368.0,696.0,1002.0,662.0,383.0,128.0,3.0,9076.0,4830.0,1.88,4754.0,4322.0,1.1,8957.0,4862.0,1.84,4720.0,4237.0,1.11,8855.0,4846.0,1.83,4649.0,4206.0,1.11,8807.0,4853.0,1.81,4633.0,4174.0,1.11,8512.0,4733.0,1.8,4450.0,4062.0,1.1,8403.0,4747.0,1.77,4372.0,4031.0,1.08
